#,Patient Code,PAT id(SSAM),Accession,Name,Species-group,Species,Group,Subtype,Country,Sampling Year,HXB2/MAC239 start,HXB2/MAC239 stop,Sequence Length,Organism
1149,M52C11,7052,AF144832,DRCM52,PLV,HIV-1,M,A,DEM REP OF CONGO,1989,907,1131,225,HIV-1
1150,54-mother,7054,AF144833,DRCM54,PLV,HIV-1,M,A,DEM REP OF CONGO,1990,907,1149,243,HIV-1
1151,55-mother,7055,AF144834,DRCM55,PLV,HIV-1,M,A,DEM REP OF CONGO,1990,907,1131,220,HIV-1
1152,59-mother,7056,AF144835,DRCM59,PLV,HIV-1,M,A,DEM REP OF CONGO,1990,974,1209,236,HIV-1
1153,2-child,7041,AF144865,DRCC2,PLV,HIV-1,M,A,DEM REP OF CONGO,1993,859,1131,273,HIV-1
1154,7-child,7042,AF144866,DRCC7,PLV,HIV-1,M,A,DEM REP OF CONGO,1989,907,1131,225,HIV-1
1155,10-child,14819,AF144867,DRCC10,PLV,HIV-1,M,A,DEM REP OF CONGO,1990,907,1131,225,HIV-1
1156,12-child,7043,AF144868,DRCC12,PLV,HIV-1,M,A,DEM REP OF CONGO,1990,907,1131,225,HIV-1
1157,C4M9,14826,AF144872,DRCC4_e1,PLV,HIV-1,M,A,DEM REP OF CONGO,1993,880,1131,252,HIV-1
1158,C6M32,7046,AF144874,DRCC6_e1,PLV,HIV-1,M,A,DEM REP OF CONGO,1989,907,1131,224,HIV-1
1159,C11M52,7048,AF144876,DRCC11_e1,PLV,HIV-1,M,A,DEM REP OF CONGO,1990,907,1131,225,HIV-1
1160,C14M37,7049,AF144877,DRCC14_e1,PLV,HIV-1,M,A,DEM REP OF CONGO,1993,907,1131,225,HIV-1
1161,C15M27,7050,AF144878,DRCC15_e1,PLV,HIV-1,M,A,DEM REP OF CONGO,1992,907,1119,213,HIV-1
1162,46152,949,AF148249,46152,PLV,HIV-1,M,A,INDIA,1998,7014,7386,367,HIV-1
1163,46149,13905,AF148250,46149,PLV,HIV-1,M,A,INDIA,1998,7018,7391,368,HIV-1
1164,N75,8871,AF165131,LV_N75,PLV,HIV-1,M,A,LATVIA,1998,7029,7348,314,HIV-1
1165,O21,8872,AF165132,LV_O21,PLV,HIV-1,M,A,LATVIA,1998,6987,7318,326,HIV-1
1166,,,AF165582,PROERRJ16,PLV,HIV-1,M,A,BRAZIL,,2253,2549,297,HIV-1
1167,A976096,8890,AF170625,A976096,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,859,1587,729,HIV-1
1168,A976097,8891,AF170626,A976097,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,859,1587,729,HIV-1
1169,A976098,8892,AF170627,A976098,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,859,1587,729,HIV-1
1170,A976099,8893,AF170628,A976099,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,859,1587,729,HIV-1
1171,A976100,8894,AF170629,A976100,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,859,1587,729,HIV-1
1172,A976101,8910,AF170630,A976101,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,859,1587,729,HIV-1
1173,A976102,15154,AF170631,A976102,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,859,1587,729,HIV-1
1174,A976103,8895,AF170632,A976103,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,859,1587,729,HIV-1
1175,A976104,8896,AF170633,A976104,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,859,1587,729,HIV-1
1176,A976106,8899,AF170635,A976106,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,859,1587,729,HIV-1
1177,A976108,15155,AF170636,A976108,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,859,1587,729,HIV-1
1178,A976109,15157,AF170637,A976109,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,859,1587,729,HIV-1
1179,A976110,8900,AF170638,A976110,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,859,1587,729,HIV-1
1180,A976111,8901,AF170639,A976111,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,859,1587,729,HIV-1
1181,A976112,8902,AF170640,A976112,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,859,1587,729,HIV-1
1182,A976113,8903,AF170641,A976113,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,859,1587,729,HIV-1
1183,A976115,8904,AF170642,A976115,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,859,1587,729,HIV-1
1184,A976116,8905,AF170643,A976116,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,859,1587,729,HIV-1
1185,A976119,8907,AF170644,A976119,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,859,1587,729,HIV-1
1186,A976097,8891,AF170646,A976097,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,7032,7307,270,HIV-1
1187,A976098,1373,AF170647,A976098,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,7032,7307,270,HIV-1
1188,A976099,1372,AF170648,A976099,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,7032,7307,270,HIV-1
1189,A976100,13963,AF170649,A976100,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,7032,7307,270,HIV-1
1190,A976101,1358,AF170650,A976101,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,7032,7307,270,HIV-1
1191,A976102,13965,AF170651,A976102,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,7032,7307,270,HIV-1
1192,A976103,1345,AF170652,A976103,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,7032,7307,270,HIV-1
1193,A976106,1322,AF170655,A976106,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,7032,7307,270,HIV-1
1194,A976108,1357,AF170656,A976108,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,7032,7307,270,HIV-1
1195,A976109,1356,AF170657,A976109,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,7032,7307,270,HIV-1
1196,A976110,13964,AF170658,A976110,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,7032,7307,270,HIV-1
1197,A976111,1338,AF170659,A976111,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,7032,7307,270,HIV-1
1198,A976112,1371,AF170660,A976112,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1998,7032,7307,270,HIV-1
1199,A976113,1331,AF170661,A976113,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,7032,7307,270,HIV-1
1200,A976114,1359,AF170662,A976114,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1997,7032,7307,270,HIV-1
1201,129_733,1643,AF177347,129_733,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1202,135_544,1639,AF177348,135_544,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1203,140_223,1638,AF177349,140_223,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1204,161_287,1635,AF177350,161_287,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1205,171_005,1634,AF177351,171_005,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1206,184_574,1631,AF177352,184_574,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1207,190_574,13995,AF177353,190_574,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1208,194_793,1628,AF177354,194_793,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1209,204_987,1626,AF177355,204_987,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1210,225_706,1623,AF177356,225_706,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1211,230_580,1617,AF177357,230_580,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1212,326_636,13991,AF177358,326_636,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1213,326_642,1608,AF177359,326_642,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1214,326_662,1606,AF177360,326_662,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1215,326_675,1605,AF177361,326_675,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1216,129_733,1643,AF177362,129_733,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1217,135_544,1639,AF177363,135_544,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1218,140_223,1638,AF177364,140_223,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1219,161_287,1635,AF177365,161_287,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1220,171_005,1634,AF177366,171_005,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1221,184_574,1631,AF177367,184_574,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1222,190_574,13995,AF177368,190_574,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1223,194_793,1628,AF177369,194_793,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1224,204_987,1626,AF177370,204_987,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1225,225_706,1623,AF177371,225_706,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1226,230_580,1617,AF177372,230_580,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1227,326_636,13991,AF177373,326_636,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1228,326_642,1608,AF177374,326_642,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1229,326_675,1605,AF177376,326_675,PLV,HIV-1,M,A,UGANDA,,2550,3491,942,HIV-1
1230,225_745,1621,AF177544,225_745,PLV,HIV-1,M,A,UGANDA,1993,2550,3510,961,HIV-1
1231,,,AF178168,GW_TB28,PLV,HIV-1,M,A,GUINEA-BISSAU,1995,7011,7322,303,HIV-1
1232,SHE94_3,8787,AF181363,SHE94_3,PLV,HIV-1,M,A,SWITZERLAND,,6972,7337,360,HIV-1
1233,LHE93_3,8802,AF181381,LHE93_3,PLV,HIV-1,M,A,SWITZERLAND,,6972,7337,360,HIV-1
1234,GHE91_3A,8829,AF181413,GHE91_3A,PLV,HIV-1,M,A,SWITZERLAND,,6972,7337,363,HIV-1
1235,GHE92_3,8833,AF181418,GHE92_3,PLV,HIV-1,M,A,SWITZERLAND,,6972,7337,360,HIV-1
1236,,,AF184346,BJCS154,PLV,HIV-1,M,A,BENIN,1997,1513,2091,573,HIV-1
1237,,,AF184347,BJCS155,PLV,HIV-1,M,A,BENIN,1997,1332,2097,760,HIV-1
1238,,,AF184350,CMGP1004,PLV,HIV-1,M,A,CAMEROON,1997,1573,2098,520,HIV-1
1239,,,AF184356,CMGP1631,PLV,HIV-1,M,A,CAMEROON,1997,1321,2097,771,HIV-1
1240,,,AF184357,CMCS246,PLV,HIV-1,M,A,CAMEROON,1997,1422,2093,666,HIV-1
1241,,,AF184360,CMGP1955,PLV,HIV-1,M,A,CAMEROON,1997,1446,2096,645,HIV-1
1242,,,AF184363,CMGP407,PLV,HIV-1,M,A,CAMEROON,1997,1324,2096,764,HIV-1
1243,,,AF184374,KECS251,PLV,HIV-1,M,A,KENYA,1997,1493,2095,597,HIV-1
1244,,,AF184375,CMCS49,PLV,HIV-1,M,A,CAMEROON,1997,1550,2095,540,HIV-1
1245,,,AF184378,BJGP1090,PLV,HIV-1,M,A,BENIN,1997,1452,2095,638,HIV-1
1246,,,AF184379,CMCS171,PLV,HIV-1,M,A,CAMEROON,1997,1480,2097,612,HIV-1
1247,,,AF184380,CMGP1718,PLV,HIV-1,M,A,CAMEROON,1997,1569,2095,521,HIV-1
1248,,,AF184382,CMGP1308,PLV,HIV-1,M,A,CAMEROON,1997,1375,2095,715,HIV-1
1249,,,AF184383,CMCS177,PLV,HIV-1,M,A,CAMEROON,1997,1434,2096,657,HIV-1
1250,,,AF184385,CMCS237,PLV,HIV-1,M,A,CAMEROON,1997,1444,2079,630,HIV-1
1251,,,AF184387,BJCS147,PLV,HIV-1,M,A,BENIN,1997,1331,2073,737,HIV-1
1252,,,AF184388,BJCS156,PLV,HIV-1,M,A,BENIN,1997,1331,2076,743,HIV-1
1253,,,AF184397,BJCS36,PLV,HIV-1,M,A,BENIN,1997,1331,2094,761,HIV-1
1254,,,AF184399,BJCS157,PLV,HIV-1,M,A,BENIN,1997,1334,2096,757,HIV-1
1255,,,AF184403,BJGP701,PLV,HIV-1,M,A,BENIN,1997,1381,2096,710,HIV-1
1256,,,AF184407,CMCS151,PLV,HIV-1,M,A,CAMEROON,1997,1433,2096,658,HIV-1
1257,,,AF184411,CMGP1416,PLV,HIV-1,M,A,CAMEROON,1997,1558,2095,535,HIV-1
1258,,,AF184417,ZMCS3017,PLV,HIV-1,M,A,ZAMBIA,1997,1460,2072,607,HIV-1
1259,,,AF184418,KECS260,PLV,HIV-1,M,A,KENYA,1997,1357,2094,732,HIV-1
1260,,,AF184419,KEGP90,PLV,HIV-1,M,A,KENYA,1997,1330,2095,766,HIV-1
1261,,,AF184420,KECS31,PLV,HIV-1,M,A,KENYA,1997,1418,2033,616,HIV-1
1262,,,AF184421,KEGP1092,PLV,HIV-1,M,A,KENYA,1997,1297,2094,792,HIV-1
1263,,,AF184422,KEGP984,PLV,HIV-1,M,A,KENYA,1997,1325,2095,765,HIV-1
1264,,,AF184423,KEGP224,PLV,HIV-1,M,A,KENYA,1997,1297,2095,796,HIV-1
1265,,,AF184424,KECS112,PLV,HIV-1,M,A,KENYA,1997,1549,2095,541,HIV-1
1266,,,AF184426,KEGP818,PLV,HIV-1,M,A,KENYA,1997,1329,2086,752,HIV-1
1267,,,AF184427,KECS38,PLV,HIV-1,M,A,KENYA,1997,1577,2049,467,HIV-1
1268,,,AF184428,KEGP1349,PLV,HIV-1,M,A,KENYA,1997,1489,2068,577,HIV-1
1269,,,AF184429,KECS273,PLV,HIV-1,M,A,KENYA,1997,1333,2095,763,HIV-1
1270,,,AF184430,KEGP1254,PLV,HIV-1,M,A,KENYA,1997,1480,2072,587,HIV-1
1271,,,AF184431,KEGP1514,PLV,HIV-1,M,A,KENYA,1997,1418,2095,672,HIV-1
1272,,,AF184432,KEGP1531,PLV,HIV-1,M,A,KENYA,1997,1330,2094,759,HIV-1
1273,,,AF184434,KEGP760,PLV,HIV-1,M,A,KENYA,1997,1330,2096,761,HIV-1
1274,,,AF184435,KECS229,PLV,HIV-1,M,A,KENYA,1997,1330,2095,760,HIV-1
1275,596-hyn,6956,AF184436,KEGP596,PLV,HIV-1,M,A,KENYA,1997,1330,2046,711,HIV-1
1276,,,AF184437,KECS85,PLV,HIV-1,M,A,KENYA,1997,1330,2068,733,HIV-1
1277,,,AF184438,KECS18,PLV,HIV-1,M,A,KENYA,1997,1330,2070,735,HIV-1
1278,,,AF184439,KECS42,PLV,HIV-1,M,A,KENYA,1997,1333,2070,732,HIV-1
1279,,,AF184440,KEGP61,PLV,HIV-1,M,A,KENYA,1997,1330,2070,738,HIV-1
1280,,,AF184441,KEGP705,PLV,HIV-1,M,A,KENYA,1997,1325,2071,741,HIV-1
1281,,,AF184442,KEGP1059,PLV,HIV-1,M,A,KENYA,1997,1324,2073,744,HIV-1
1282,,,AF184443,KEGP137,PLV,HIV-1,M,A,KENYA,1997,1330,2072,737,HIV-1
1283,,,AF184444,KEGP54,PLV,HIV-1,M,A,KENYA,1997,1330,2071,736,HIV-1
1284,,,AF184445,KEGP598,PLV,HIV-1,M,A,KENYA,1997,1330,2070,735,HIV-1
1285,,,AF184446,KEGP1124,PLV,HIV-1,M,A,KENYA,1997,1325,2072,742,HIV-1
1286,,,AF184447,KEGP64,PLV,HIV-1,M,A,KENYA,1997,1330,2072,740,HIV-1
1287,,,AF184448,KEGP1182,PLV,HIV-1,M,A,KENYA,1997,1383,2073,688,HIV-1
1288,,,AF184449,KECS58,PLV,HIV-1,M,A,KENYA,1997,1276,2103,822,HIV-1
1289,,,AF184450,KEGP470,PLV,HIV-1,M,A,KENYA,1997,1330,2096,761,HIV-1
1290,,,AF184451,KECS98,PLV,HIV-1,M,A,KENYA,1997,1330,2073,738,HIV-1
1291,,,AF184452,KECS178,PLV,HIV-1,M,A,KENYA,1997,1330,2103,768,HIV-1
1292,,,AF184453,KECS11,PLV,HIV-1,M,A,KENYA,1997,1331,2086,750,HIV-1
1293,,,AF184454,KEGP982,PLV,HIV-1,M,A,KENYA,1997,1325,2095,765,HIV-1
1294,,,AF184455,KEGP953,PLV,HIV-1,M,A,KENYA,1997,1548,2103,550,HIV-1
1295,,,AF184456,KEGP1330,PLV,HIV-1,M,A,KENYA,1997,1276,2103,822,HIV-1
1296,,,AF184457,KECS144,PLV,HIV-1,M,A,KENYA,1997,1352,2095,738,HIV-1
1297,,,AF184458,KECS198,PLV,HIV-1,M,A,KENYA,1997,1276,2103,822,HIV-1
1298,,,AF184459,KEGP1413,PLV,HIV-1,M,A,KENYA,1997,1335,2095,758,HIV-1
1299,,,AF184460,KECS156,PLV,HIV-1,M,A,KENYA,1997,1330,2095,760,HIV-1
1300,,,AF184461,KEGP1020,PLV,HIV-1,M,A,KENYA,1997,1331,2095,759,HIV-1
1301,,,AF184462,KEGP1147,PLV,HIV-1,M,A,KENYA,1997,1413,2095,677,HIV-1
1302,KECS209,50577,AF184463,KECS209,PLV,HIV-1,M,A,KENYA,1997,1318,2103,780,HIV-1
1303,,,AF184464,CMCS305,PLV,HIV-1,M,A,CAMEROON,1997,1451,2057,601,HIV-1
1304,,,AF184465,CMGP75,PLV,HIV-1,M,A,CAMEROON,1997,1297,2070,768,HIV-1
1305,,,AF184471,CMGP1750,PLV,HIV-1,M,A,CAMEROON,1997,1289,2037,743,HIV-1
1306,HC17,705,AF188349,HC17,PLV,HIV-1,M,A,SPAIN,1999,2253,2549,297,HIV-1
1307,HC18,700,AF188350,HC18,PLV,HIV-1,M,A,SPAIN,1998,2253,2549,297,HIV-1
1308,,,AF188898,MOTHER_T1,PLV,HIV-1,M,A,UGANDA,,7029,7314,280,HIV-1
1309,T2,2194,AF188899,MOTHER_T2,PLV,HIV-1,M,A,UGANDA,,7029,7314,283,HIV-1
1310,T3,2186,AF188900,MOTHER_T3_1,PLV,HIV-1,M,A,UGANDA,,7029,7314,280,HIV-1
1311,T4,32661,AF188902,MOTHER_T4,PLV,HIV-1,M,A,UGANDA,,7029,7314,280,HIV-1
1312,,,AF188914,MOTHER_NT6,PLV,HIV-1,M,A,UGANDA,,7032,7314,277,HIV-1
1313,,,AF188915,MOTHER_NT7,PLV,HIV-1,M,A,UGANDA,,7032,7314,274,HIV-1
1314,,,AF188916,MOTHER_NT8,PLV,HIV-1,M,A,UGANDA,,7032,7314,274,HIV-1
1315,,,AF190954,BX381,PLV,HIV-1,M,A,UNITED STATES,,7905,8270,366,HIV-1
1316,,,AF190973,BX381,PLV,HIV-1,M,A,UNITED STATES,,2253,2549,297,HIV-1
1317,7(AG),5417,AF191362,DK96AIF07,PLV,HIV-1,M,A,DENMARK,1996,7054,7493,443,HIV-1
1318,25(AY),5425,AF191397,DK95AIF25,PLV,HIV-1,M,A,DENMARK,1995,7033,7516,460,HIV-1
1319,25(AY),5425,AF191398,DK95AIF25,PLV,HIV-1,M,A,DENMARK,1995,7034,7507,453,HIV-1
1320,30(BD),5429,AF191405,DK95AIF30,PLV,HIV-1,M,A,DENMARK,1995,7041,7468,404,HIV-1
1321,30(BD),5429,AF191406,DK95AIF30,PLV,HIV-1,M,A,DENMARK,1995,7063,7455,382,HIV-1
1322,39(BM),13770,AF191421,DK96AIF39,PLV,HIV-1,M,A,DENMARK,1995,7050,7489,431,HIV-1
1323,39(BM),13770,AF191422,DK96AIF39,PLV,HIV-1,M,A,DENMARK,1995,7075,7512,430,HIV-1
1324,7(AG),5417,AF191425,DK95AIF07,PLV,HIV-1,M,A,DENMARK,1995,7090,7508,468,HIV-1
1325,1(AA),4847,AF191441,DK95AIF01,PLV,HIV-1,M,A,DENMARK,1995,880,1242,357,HIV-1
1326,7(AG),5417,AF191447,DK95AIF07,PLV,HIV-1,M,A,DENMARK,1995,880,1242,354,HIV-1
1327,25(AY),5425,AF191464,DK95AIF25,PLV,HIV-1,M,A,DENMARK,1995,881,1242,356,HIV-1
1328,39(BM),13770,AF191480,DK96AIF39,PLV,HIV-1,M,A,DENMARK,1995,837,1242,406,HIV-1
1329,39(BM),13770,AF191481,DK96AIF39,PLV,HIV-1,M,A,DENMARK,1995,837,1242,408,HIV-1
1330,39(BM),13770,AF191482,DK96AIF39,PLV,HIV-1,M,A,DENMARK,1995,837,1242,406,HIV-1
1331,30(BD),5429,AF191487,DK95AIF30,PLV,HIV-1,M,A,DENMARK,1995,880,1242,357,HIV-1
1332,,,AF196656,93TN68,PLV,HIV-1,M,A,TANZANIA,1993,859,1587,732,HIV-1
1333,,,AF196660,92RW60,PLV,HIV-1,M,A,RWANDA,1992,859,1587,729,HIV-1
1334,,,AF196678,96RW34,PLV,HIV-1,M,A,RWANDA,1996,859,1587,729,HIV-1
1335,,,AF196686,94RW13,PLV,HIV-1,M,A,RWANDA,1994,859,1587,732,HIV-1
1336,,,AF208303,TZN_7,PLV,HIV-1,M,A,TANZANIA,,7024,7314,288,HIV-1
1337,,,AF208304,TZN_26,PLV,HIV-1,M,A,TANZANIA,,6988,7307,314,HIV-1
1338,,,AF208305,TZN_35,PLV,HIV-1,M,A,TANZANIA,,6986,7339,348,HIV-1
1339,,,AF208307,TZN_25,PLV,HIV-1,M,A,TANZANIA,,6968,7289,319,HIV-1
1340,,,AF208308,TZN_27,PLV,HIV-1,M,A,TANZANIA,,6990,7349,351,HIV-1
1341,,,AF208311,TZN_58,PLV,HIV-1,M,A,TANZANIA,,7010,7334,319,HIV-1
1342,,,AF208312,TZN_62,PLV,HIV-1,M,A,TANZANIA,,6965,7307,334,HIV-1
1343,,,AF208313,TZN_67,PLV,HIV-1,M,A,TANZANIA,,6966,7344,370,HIV-1
1344,,,AF212271,94RW13,PLV,HIV-1,M,A,RWANDA,,7032,7301,261,HIV-1
1345,,,AF216980,IC105,PLV,HIV-1,M,A,COTE D'IVOIRE,,2253,2549,297,HIV-1
1346,,,AF216981,IC17,PLV,HIV-1,M,A,COTE D'IVOIRE,,2253,2549,297,HIV-1
1347,,,AF216982,IC212,PLV,HIV-1,M,A,COTE D'IVOIRE,,2253,2549,297,HIV-1
1348,,,AF216983,IC229,PLV,HIV-1,M,A,COTE D'IVOIRE,,2253,2549,297,HIV-1
1349,,,AF216984,IC24,PLV,HIV-1,M,A,COTE D'IVOIRE,,2253,2549,297,HIV-1
1350,,,AF216985,IC245,PLV,HIV-1,M,A,COTE D'IVOIRE,,2253,2549,297,HIV-1
1351,,,AF216986,IC275,PLV,HIV-1,M,A,COTE D'IVOIRE,,2253,2549,297,HIV-1
1352,,,AF216987,IC28,PLV,HIV-1,M,A,COTE D'IVOIRE,,2253,2549,297,HIV-1
1353,,,AF216988,IC70,PLV,HIV-1,M,A,COTE D'IVOIRE,,2253,2549,297,HIV-1
1354,,,AF216989,IC71,PLV,HIV-1,M,A,COTE D'IVOIRE,,2253,2549,297,HIV-1
1355,99_237,1599,AF216999,99_237,PLV,HIV-1,M,A,UGANDA,,2253,2549,297,HIV-1
1356,,,AF219340,FIN9199,PLV,HIV-1,M,A,FINLAND,1991,1870,2049,174,HIV-1
1357,121,6411,AF219358,FIN91121,PLV,HIV-1,M,A,FINLAND,1991,1852,2052,195,HIV-1
1358,69010,28256,AF224006,CZ69010,PLV,HIV-1,M,A,CZECH REPUBLIC,1998,6999,7334,327,HIV-1
1359,,,AF231043,93UG075,PLV,HIV-1,M,A,UGANDA,1992,7110,7217,105,HIV-1
1360,,,AF239867,95CUCG082,PLV,HIV-1,M,A,CUBA,1995,7010,7333,326,HIV-1
1361,,,AF239868,95CUCG093,PLV,HIV-1,M,A,CUBA,1995,7010,7333,321,HIV-1
1362,,,AF239869,93CUPL10,PLV,HIV-1,M,A,CUBA,1993,7011,7310,290,HIV-1
1363,,,AF239870,95CU086,PLV,HIV-1,M,A,CUBA,1995,7010,7333,318,HIV-1
1364,,,AF239871,95CUPL44,PLV,HIV-1,M,A,CUBA,1995,7010,7333,318,HIV-1
1365,,,AF239872,95CU087,PLV,HIV-1,M,A,CUBA,1995,7010,7333,321,HIV-1
1366,,,AF246821,IC0123,PLV,HIV-1,M,A,COTE D'IVOIRE,1997,7050,7400,345,HIV-1
1367,,,AF246825,IC0070,PLV,HIV-1,M,A,COTE D'IVOIRE,1997,7050,7400,348,HIV-1
1368,,,AF246826,IC0071,PLV,HIV-1,M,A,COTE D'IVOIRE,1997,7050,7400,348,HIV-1
1369,,,AF246829,IC0095,PLV,HIV-1,M,A,COTE D'IVOIRE,1997,7050,7400,345,HIV-1
1370,M2133,993,AF247018,M2133,PLV,HIV-1,M,A,SPAIN,1999,2253,2549,297,HIV-1
1371,,,AF252103,CAM161,PLV,HIV-1,M,A,CAMEROON,1998,7905,8270,354,HIV-1
1372,,,AF252107,CAM170,PLV,HIV-1,M,A,CAMEROON,1998,7905,8270,354,HIV-1
1373,,,AF252110,CAM188,PLV,HIV-1,M,A,CAMEROON,1998,7905,8270,354,HIV-1
1374,,,AF252118,CAM229,PLV,HIV-1,M,A,CAMEROON,1998,7905,8270,354,HIV-1
1375,,,AF252119,CAM232,PLV,HIV-1,M,A,CAMEROON,1998,7905,8270,354,HIV-1
1376,,,AF252120,CAM236,PLV,HIV-1,M,A,CAMEROON,1998,7905,8270,354,HIV-1
1377,,,AF252125,CAM263,PLV,HIV-1,M,A,CAMEROON,1998,7905,8270,354,HIV-1
1378,,,AF252126,CAM265,PLV,HIV-1,M,A,CAMEROON,1998,7905,8270,354,HIV-1
1379,,,AF252133,CAM63,PLV,HIV-1,M,A,CAMEROON,1998,2253,2549,297,HIV-1
1380,,,AF268346,2236ENV_CM2236,PLV,HIV-1,M,A,CAMEROON,,7062,7409,339,HIV-1
1381,,,AF271392,TZN_17,PLV,HIV-1,M,A,TANZANIA,,6920,7313,388,HIV-1
1382,,,AF271399,TZN_59,PLV,HIV-1,M,A,TANZANIA,,6990,7337,342,HIV-1
1383,,,AF271400,TZN_76,PLV,HIV-1,M,A,TANZANIA,,6952,7342,403,HIV-1
1384,,,AF271402,TZN_80,PLV,HIV-1,M,A,TANZANIA,,6932,7333,396,HIV-1
1385,,,AF283177,TZB5121,PLV,HIV-1,M,A,TANZANIA,,1603,1998,393,HIV-1
1386,1513,14398,AF284039,RU1513,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1387,1517,4620,AF284040,RU1517,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1388,1518,8873,AF284041,RU1518,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1389,1523,8874,AF284042,RU1523,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1390,1532,15150,AF284043,RU1532,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1391,1534,8875,AF284044,RU1534,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1392,1546,8876,AF284045,RU1546,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1393,1547,8877,AF284046,RU1547,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1394,1549,8878,AF284047,RU1549,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
