taxon	sequenceID	pubmed_id	name	isolate	country	collection_year
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693821	FR693821	21858464	Small ruminant lentivirus	1810/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693822	FR693822	21858464	Small ruminant lentivirus	2803.34/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693823	FR693823	21858464	Small ruminant lentivirus	2607/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693824	FR693824	21858464	Small ruminant lentivirus	2356/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693825	FR693825	21858464	Small ruminant lentivirus	0245/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693826	FR693826	21858464	Small ruminant lentivirus	9440/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693827	FR693827	21858464	Small ruminant lentivirus	2357/UM10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693828	FR693828	21858464	Small ruminant lentivirus	4150/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693829	FR693829	21858464	Small ruminant lentivirus	6408/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693830	FR693830	21858464	Small ruminant lentivirus	7978/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693831	FR693831	21858464	Small ruminant lentivirus	5065/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693832	FR693832	21858464	Small ruminant lentivirus	7995/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694686	FR694686	21858464	Small ruminant lentivirus	5480.2/SA/09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694687	FR694687	21858464	Small ruminant lentivirus	5480.10/SA/09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694688	FR694688	21858464	Small ruminant lentivirus	36384.1/SA/09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694689	FR694689	21858464	Small ruminant lentivirus	10294/MA/09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694690	FR694690	21858464	Small ruminant lentivirus	0249/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694691	FR694691	21858464	Small ruminant lentivirus	32214/UM/06	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694692	FR694692	21858464	Small ruminant lentivirus	2797.4/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694693	FR694693	21858464	Small ruminant lentivirus	2797.11/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694694	FR694694	21858464	Small ruminant lentivirus	2797.1/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694695	FR694695	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694696	FR694696	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694908	FR694908	21858464	Small ruminant lentivirus	1017/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694909	FR694909	21858464	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694910	FR694910	21858464	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694911	FR694911	21858464	Small ruminant lentivirus	2803.25/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694912	FR694912	21858464	Small ruminant lentivirus	ME.24/UM/09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694913	FR694913	21858464	Small ruminant lentivirus	ME.30/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694914	FR694914	21858464	Small ruminant lentivirus	10298/MA/09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694915	FR694915	21858464	Small ruminant lentivirus	1G/SA/98	Italy	1998
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694916	FR694916	21858464	Small ruminant lentivirus	TC2/SA/99	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694917	FR694917	21858464	Small ruminant lentivirus	04/TO/08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694918	FR694918	21858464	Small ruminant lentivirus	380/TO/08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694919	FR694919	21858464	Small ruminant lentivirus	63088/UM/09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694920	FR694920	21858464	Small ruminant lentivirus	74528.6/SA/02	Italy	2002
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694921	FR694921	21858464	Small ruminant lentivirus	74528.13/SA/02	Italy	2002
alignment/AL_SRLV/member/ncbi-curated-srlv/FR695064	FR695064	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/FR695719	FR695719	21858464	Small ruminant lentivirus	7008/UM/01	Italy	2001
alignment/AL_SRLV/member/ncbi-curated-srlv/FR828810	FR828810	21858464	Small ruminant lentivirus	11058/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR828811	FR828811	21858464	Small ruminant lentivirus	11067/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR828812	FR828812	21858464	Small ruminant lentivirus	11063/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR828813	FR828813	21858464	Small ruminant lentivirus	11059/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR828814	FR828814	21858464	Small ruminant lentivirus	AN13/MA/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR828815	FR828815	21858464	Small ruminant lentivirus	PS075/MA/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR828816	FR828816	21858464	Small ruminant lentivirus	AN10/MA/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255385	GQ255385	20016044	Ovine progressive pneumonia virus	18.4.	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255386	GQ255386	20016044	Ovine progressive pneumonia virus	27.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255391	GQ255391	20016044	Ovine progressive pneumonia virus	68.2	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255401	GQ255401	20016044	Ovine progressive pneumonia virus	76.4	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255403	GQ255403	20016044	Ovine progressive pneumonia virus	83.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255411	GQ255411	20016044	Ovine progressive pneumonia virus	89.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255417	GQ255417	20016044	Ovine progressive pneumonia virus	99.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255423	GQ255423	20016044	Ovine progressive pneumonia virus	101.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255428	GQ255428	20016044	Ovine progressive pneumonia virus	10.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255433	GQ255433	20016044	Ovine progressive pneumonia virus	WLC-1.1	United States	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428519	GQ428519	20060658	Small ruminant lentivirus	It-002-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428520	GQ428520	20060658	Small ruminant lentivirus	It-003-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428521	GQ428521	20060658	Small ruminant lentivirus	It-004-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428522	GQ428522	20060658	Small ruminant lentivirus	It-005-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428523	GQ428523	20060658	Small ruminant lentivirus	It-006-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428524	GQ428524	20060658	Small ruminant lentivirus	It-007-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428525	GQ428525	20060658	Small ruminant lentivirus	It-009-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428526	GQ428526	20060658	Small ruminant lentivirus	It-012-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428527	GQ428527	20060658	Small ruminant lentivirus	It-gal-65475-02	Italy	2002
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428528	GQ428528	20060658	Small ruminant lentivirus	It-001-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428529	GQ428529	20060658	Small ruminant lentivirus	It-002-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428530	GQ428530	20060658	Small ruminant lentivirus	It-003-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428531	GQ428531	20060658	Small ruminant lentivirus	It-004-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428532	GQ428532	20060658	Small ruminant lentivirus	It-005-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428533	GQ428533	20060658	Small ruminant lentivirus	It-006-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428534	GQ428534	20060658	Small ruminant lentivirus	It-003-65475-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428535	GQ428535	20060658	Small ruminant lentivirus	It-006-65475-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428536	GQ428536	20060658	Small ruminant lentivirus	It-005-65475-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158122	HQ158122	21639904	Small ruminant lentivirus	CBonnie	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158123	HQ158123	21639904	Small ruminant lentivirus	C30	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158124	HQ158124	21639904	Small ruminant lentivirus	C51	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158125	HQ158125	21639904	Small ruminant lentivirus	c69	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158126	HQ158126	21639904	Small ruminant lentivirus	c95	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158127	HQ158127	21639904	Small ruminant lentivirus	c5FC1	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158128	HQ158128	21639904	Small ruminant lentivirus	cFC2-8	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158129	HQ158129	21639904	Small ruminant lentivirus	cFC2-44	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158130	HQ158130	21639904	Small ruminant lentivirus	cFC4-12	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158131	HQ158131	21639904	Small ruminant lentivirus	cFC4-24	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158132	HQ158132	21639904	Small ruminant lentivirus	O16A-27	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158133	HQ158133	21639904	Small ruminant lentivirus	O23F-17	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158134	HQ158134	21639904	Small ruminant lentivirus	O23F-18	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158135	HQ158135	21639904	Small ruminant lentivirus	O23117	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158136	HQ158136	21639904	Small ruminant lentivirus	O5A-34	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/JF502418	JF502418	21562119	Caprine arthritis encephalitis virus	TR-DM	Turkey	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/JF520393	JF520393	21562119	Caprine arthritis encephalitis virus	It-36384	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/JF520394	JF520394	21562119	Caprine arthritis encephalitis virus	IT-40309	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/JF520395	JF520395	21562119	Caprine arthritis encephalitis virus	It-8970	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/JF520396	JF520396	21562119	Caprine arthritis encephalitis virus	It-9762	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/JF520397	JF520397	21562119	Caprine arthritis encephalitis virus	It-68533	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184351	JN184351	23375019	Small ruminant lentivirus	72	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184352	JN184352	23375019	Small ruminant lentivirus	160	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184353	JN184353	23375019	Small ruminant lentivirus	166	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184354	JN184354	23375019	Small ruminant lentivirus	292	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184355	JN184355	23375019	Small ruminant lentivirus	333	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184356	JN184356	23375019	Small ruminant lentivirus	336	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184357	JN184357	23375019	Small ruminant lentivirus	358	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184358	JN184358	23375019	Small ruminant lentivirus	368	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184359	JN184359	23375019	Small ruminant lentivirus	698	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184360	JN184360	23375019	Small ruminant lentivirus	N-05/136	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184361	JN184361	23375019	Small ruminant lentivirus	N/146	Spain	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/JQ898278	JQ898278	23124887	Small ruminant lentivirus	K23	Turkey	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/JQ898279	JQ898279	23124887	Small ruminant lentivirus	K24	Turkey	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/JQ898280	JQ898280	23124887	Small ruminant lentivirus	H7	Turkey	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/JQ898281	JQ898281	23124887	Small ruminant lentivirus	K4680	Turkey	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/JQ898282	JQ898282	23124887	Small ruminant lentivirus	B7	Turkey	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/JQ898283	JQ898283	23124887	Small ruminant lentivirus	T16	Turkey	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/JX660691	JX660691	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/JX660692	JX660692	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/JX660693	JX660693	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/JX660694	JX660694	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/JX660695	JX660695	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/JX878404	JX878404	23197577	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861550	KF861550	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861551	KF861551	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861552	KF861552	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861553	KF861553	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861554	KF861554	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861555	KF861555	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861556	KF861556	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861557	KF861557	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861558	KF861558	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861559	KF861559	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861560	KF861560	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861561	KF861561	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861562	KF861562	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861563	KF861563	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861564	KF861564	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861565	KF861565	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861566	KF861566	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861567	KF861567	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861568	KF861568	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861569	KF861569	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861570	KF861570	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861571	KF861571	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861572	KF861572	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641269	KJ641269	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641270	KJ641270	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641271	KJ641271	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641272	KJ641272	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641273	KJ641273	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641274	KJ641274	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641275	KJ641275	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641276	KJ641276	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641277	KJ641277	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641278	KJ641278	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641279	KJ641279	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641280	KJ641280	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641281	KJ641281	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641282	KJ641282	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641283	KJ641283	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641284	KJ641284	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641285	KJ641285	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641286	KJ641286	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641287	KJ641287	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641288	KJ641288	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641289	KJ641289	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641290	KJ641290	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641291	KJ641291	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641292	KJ641292	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641293	KJ641293	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641294	KJ641294	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641295	KJ641295	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641296	KJ641296	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641297	KJ641297	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641298	KJ641298	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641299	KJ641299	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641300	KJ641300	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641301	KJ641301	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641302	KJ641302	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641303	KJ641303	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641304	KJ641304	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641305	KJ641305	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641306	KJ641306	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641307	KJ641307	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641308	KJ641308	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641309	KJ641309	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641310	KJ641310	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641313	KJ641313	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641316	KJ641316	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641318	KJ641318	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641319	KJ641319	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641322	KJ641322	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641325	KJ641325	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641327	KJ641327	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641332	KJ641332	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641333	KJ641333	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641334	KJ641334	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641335	KJ641335	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641336	KJ641336	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641337	KJ641337	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641338	KJ641338	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641339	KJ641339	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641340	KJ641340	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641341	KJ641341	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641342	KJ641342	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641343	KJ641343	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641344	KJ641344	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641345	KJ641345	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641346	KJ641346	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641347	KJ641347	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641348	KJ641348	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641349	KJ641349	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641350	KJ641350	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641351	KJ641351	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641352	KJ641352	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641353	KJ641353	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641354	KJ641354	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641355	KJ641355	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641356	KJ641356	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641357	KJ641357	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641358	KJ641358	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641359	KJ641359	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641360	KJ641360	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641361	KJ641361	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641362	KJ641362	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641363	KJ641363	25462356	Small ruminant lentivirus	-	-	-
